clientID;descriptionID;frameNr;sizeInBytes;entryTimestamp;completedTimestamp;isSender
1;2;0;0;1751357207595;1751357207597;true
1;1;0;0;1751357207595;1751357207600;true
1;0;0;0;1751357207595;1751357207600;true
0;2;159;51865;1751357207597;1751357207610;false
1;2;1;0;1751357207621;1751357207623;true
1;1;1;0;1751357207621;1751357207624;true
1;0;1;0;1751357207621;1751357207625;true
0;2;160;51585;1751357207622;1751357207655;false
1;2;2;0;1751357207654;1751357207656;true
1;1;2;0;1751357207654;1751357207658;true
1;0;2;0;1751357207654;1751357207658;true
0;2;161;51201;1751357207657;1751357207682;false
1;2;3;0;1751357207687;1751357207688;true
1;1;3;0;1751357207687;1751357207690;true
1;0;3;0;1751357207687;1751357207691;true
0;2;162;51691;1751357207682;1751357207715;false
1;2;4;0;1751357207731;1751357207735;true
1;1;4;0;1751357207731;1751357207736;true
0;2;163;51633;1751357207717;1751357207737;false
1;0;4;0;1751357207731;1751357207737;true
0;2;164;51972;1751357207762;1751357207763;false
1;1;5;0;1751357207762;1751357207765;true
1;2;5;0;1751357207762;1751357207766;true
1;0;5;0;1751357207762;1751357207767;true
0;2;165;51658;1751357207781;1751357207800;false
1;2;6;0;1751357207798;1751357207800;true
1;1;6;0;1751357207798;1751357207802;true
1;0;6;0;1751357207798;1751357207803;true
0;2;166;52012;1751357207817;1751357207830;false
1;2;7;0;1751357207829;1751357207831;true
1;1;7;0;1751357207829;1751357207833;true
1;0;7;0;1751357207829;1751357207834;true
0;2;167;51923;1751357207847;1751357207862;false
1;2;8;0;1751357207862;1751357207863;true
1;1;8;0;1751357207862;1751357207865;true
1;0;8;0;1751357207862;1751357207867;true
0;2;168;52532;1751357207882;1751357207896;false
1;2;9;0;1751357207896;1751357207899;true
1;1;9;0;1751357207896;1751357207900;true
1;0;9;0;1751357207896;1751357207901;true
1;2;10;0;1751357207917;1751357207920;true
1;1;10;0;1751357207917;1751357207921;true
1;0;10;0;1751357207917;1751357207921;true
0;2;169;52480;1751357207917;1751357207930;false
0;2;170;52154;1751357207947;1751357207962;false
1;2;11;0;1751357207962;1751357207964;true
1;1;11;0;1751357207962;1751357207966;true
1;0;11;0;1751357207962;1751357207966;true
0;2;171;52063;1751357207994;1751357207996;false
1;2;12;0;1751357207994;1751357207998;true
1;1;12;0;1751357207994;1751357207999;true
1;0;12;0;1751357207994;1751357207999;true
0;2;172;52623;1751357208024;1751357208025;false
1;1;13;0;1751357208024;1751357208026;true
1;2;13;0;1751357208024;1751357208027;true
1;0;13;0;1751357208024;1751357208028;true
0;2;173;52081;1751357208047;1751357208063;false
1;2;14;0;1751357208063;1751357208066;true
1;1;14;0;1751357208063;1751357208067;true
1;0;14;0;1751357208063;1751357208067;true
1;2;15;0;1751357208082;1751357208085;true
1;1;15;0;1751357208082;1751357208085;true
1;0;15;0;1751357208082;1751357208086;true
0;2;174;51674;1751357208082;1751357208093;false
0;2;175;51618;1751357208112;1751357208125;false
1;2;16;0;1751357208125;1751357208127;true
1;1;16;0;1751357208125;1751357208128;true
1;0;16;0;1751357208125;1751357208129;true
0;2;176;51842;1751357208147;1751357208148;false
1;2;17;0;1751357208159;1751357208162;true
1;1;17;0;1751357208159;1751357208163;true
1;0;17;0;1751357208159;1751357208164;true
0;2;177;52314;1751357208177;1751357208192;false
1;1;18;0;1751357208191;1751357208194;true
1;2;18;0;1751357208191;1751357208195;true
1;0;18;0;1751357208191;1751357208196;true
1;1;19;0;1751357208222;1751357208225;true
1;2;19;0;1751357208222;1751357208225;true
1;0;19;0;1751357208222;1751357208227;true
0;2;178;52311;1751357208227;1751357208238;false
1;2;20;0;1751357208253;1751357208254;true
1;1;20;0;1751357208253;1751357208257;true
1;0;20;0;1751357208253;1751357208257;true
0;2;179;52214;1751357208257;1751357208277;false
1;2;21;0;1751357208292;1751357208295;true
1;1;21;0;1751357208292;1751357208296;true
1;0;21;0;1751357208292;1751357208296;true
0;2;180;51608;1751357208292;1751357208307;false
0;2;181;51987;1751357208307;1751357208326;false
1;2;22;0;1751357208325;1751357208328;true
1;1;22;0;1751357208325;1751357208329;true
1;0;22;0;1751357208325;1751357208329;true
0;2;182;50750;1751357208342;1751357208357;false
1;2;23;0;1751357208357;1751357208358;true
1;1;23;0;1751357208357;1751357208360;true
1;0;23;0;1751357208357;1751357208360;true
0;2;183;50631;1751357208377;1751357208377;false
1;2;24;0;1751357208388;1751357208390;true
1;1;24;0;1751357208388;1751357208394;true
1;0;24;0;1751357208388;1751357208394;true
1;1;25;0;1751357208419;1751357208422;true
1;2;25;0;1751357208419;1751357208423;true
1;0;25;0;1751357208419;1751357208424;true
0;2;184;50704;1751357208422;1751357208435;false
1;2;26;0;1751357208447;1751357208449;true
1;1;26;0;1751357208447;1751357208449;true
1;0;26;0;1751357208447;1751357208450;true
0;2;185;51222;1751357208447;1751357208460;false
0;2;186;50567;1751357208477;1751357208482;false
1;2;27;0;1751357208479;1751357208482;true
1;1;27;0;1751357208479;1751357208482;true
1;0;27;0;1751357208479;1751357208483;true
1;1;28;0;1751357208514;1751357208517;true
1;2;28;0;1751357208514;1751357208518;true
0;2;187;50543;1751357208517;1751357208518;false
1;0;28;0;1751357208514;1751357208518;true
1;2;29;0;1751357208545;1751357208546;true
1;1;29;0;1751357208545;1751357208549;true
1;0;29;0;1751357208545;1751357208550;true
0;2;188;51183;1751357208547;1751357208564;false
1;2;30;0;1751357208578;1751357208581;true
1;1;30;0;1751357208578;1751357208582;true
1;0;30;0;1751357208578;1751357208583;true
0;2;189;51201;1751357208582;1751357208594;false
1;2;31;0;1751357208612;1751357208614;true
1;1;31;0;1751357208612;1751357208615;true
1;0;31;0;1751357208612;1751357208615;true
0;2;190;51192;1751357208612;1751357208625;false
