frame_nr;sampler_ratio;original_size;encoded_size;encoding_time
645;60;2070690;152842;14
646;60;2068155;164383;14
647;60;2060625;163419;14
648;60;2061510;164146;15
649;60;2064315;164815;15
650;60;2071980;165174;15
651;60;2067705;164555;16
652;60;2067165;164183;15
653;60;2078385;165958;15
654;60;2075805;166738;16
655;60;2082495;165259;16
656;60;2071410;165376;15
657;60;2080890;165691;15
658;60;2054295;165381;15
659;60;2069295;164417;15
660;60;2069445;164880;15
661;60;2069535;165228;15
662;60;2080530;165161;15
663;60;2076135;165748;15
664;60;2071215;166074;15
665;60;2072580;165434;15
666;60;2081475;166773;14
667;60;2068950;166160;16
668;60;2080860;154871;15
669;60;2078580;166750;15
670;60;2087280;165992;16
671;60;2077770;166097;15
672;60;2084295;166073;15
673;60;2085540;166213;15
674;60;2095650;165419;16
675;60;2100675;166384;15
676;60;2092350;165368;15
677;60;2057535;164382;15
678;60;2062275;164735;15
679;60;2067465;163643;15
680;60;2061555;162505;14
681;60;2069880;164434;15
682;60;2078295;163415;15
683;60;2065065;164707;15
684;60;2070555;164804;16
685;60;2066595;163920;16
686;60;2062230;164338;15
687;60;2067225;165054;16
688;60;2075055;165291;15
689;60;2082045;165724;17
690;60;2080125;165400;15
691;60;2075130;166293;15
692;60;2065260;165122;15
693;60;2070420;165605;15
694;60;2057670;163375;14
695;60;2056800;163643;15
696;60;2058615;161997;15
697;60;2059800;163123;14
698;60;2060895;163115;16
699;60;2062380;163495;15
700;60;2060265;164048;14
701;60;2053200;164335;15
702;60;2055645;163582;14
703;60;2053590;162597;19
704;60;2066205;164725;15
705;60;2071335;164723;15
706;60;2068680;153102;18
707;60;2061315;165161;15
708;60;2072085;165841;22
709;60;2079465;166575;15
710;60;2069535;165215;15
711;60;2079255;165693;15
712;60;2070750;165415;15
713;60;2078955;166021;20
714;60;2065665;165209;17
715;60;2061945;164670;15
716;60;2063160;163787;15
717;60;2074245;164888;16
718;60;2066025;163717;15
719;60;2059710;163191;15
720;60;2064675;164200;16
721;60;2065005;163946;15
722;60;2065770;164149;19
723;60;2054655;163787;14
724;60;2067555;164341;16
725;60;2067870;164841;15
726;60;2066130;164359;16
727;60;2075040;165449;16
728;60;2063595;163992;15
729;60;2063340;165440;15
730;60;2071275;165655;15
731;60;2072025;164518;17
732;60;2071695;166367;16
733;60;2065515;165409;20
734;60;2065080;165009;15
735;60;2064375;165143;16
736;60;2059890;164531;15
737;60;2061810;164490;16
738;60;2062425;163365;15
739;60;2057850;164534;15
740;60;2055165;164776;15
741;60;2050485;165456;15
742;60;2056905;163085;15
743;60;2058255;164721;14
744;60;2053740;165422;15
745;60;2068710;166844;16
746;60;2074050;165476;15
747;60;2065095;165737;15
748;60;2062200;165379;16
749;60;2074155;165909;15
750;60;2078235;165303;16
751;60;2066595;163938;15
752;60;2083260;164944;16
753;60;2084640;164954;15
754;60;2075970;164548;15
755;60;2072580;164630;15
756;60;2082570;163950;15
757;60;2089920;164643;15
758;60;2072670;165614;16
759;60;2070375;164506;16
760;60;2086395;165723;15
761;60;2065710;163931;17
762;60;2082375;164241;17
763;60;2072745;164796;15
764;60;2066040;163960;15
765;60;2077590;163943;20
766;60;2065515;164214;16
767;60;2062245;164625;15
768;60;2069820;164927;15
769;60;2073600;164592;15
770;60;2072535;166198;16
771;60;2062635;163965;15
772;60;2071290;163821;15
773;60;2057100;163725;15
774;60;2061675;164318;15
775;60;2067915;165076;20
776;60;2070915;164482;16
777;60;2063070;152864;15
778;60;2060730;163948;16
779;60;2069160;165243;16
780;60;2060565;163937;17
781;60;2048700;163897;15
782;60;2059560;166285;15
783;60;2068455;166182;16
784;60;2069760;165769;15
785;60;2060505;163155;16
786;60;2071680;164071;15
787;60;2073990;164463;16
788;60;2060685;162652;14
789;60;2062215;163272;14
790;60;2075190;164443;15
791;60;2067600;163734;16
792;60;2076930;164299;15
793;60;2062920;163563;15
794;60;2067630;164625;15
795;60;2067960;164426;15
796;60;2074185;164210;16
797;60;2073315;164960;15
798;60;2067210;164092;15
799;60;2069115;153293;15
800;60;2068305;166109;15
801;60;2069805;165533;17
802;60;2074335;165220;15
803;60;2065980;164434;15
804;60;2064375;164976;16
805;60;2070195;154745;15
806;60;2068365;164983;16
807;60;2071050;165313;17
808;60;2060295;163070;16
809;60;2056515;164356;15
810;60;2057880;162609;15
811;60;2051925;163778;14
812;60;2054565;163157;16
813;60;2058750;151287;14
814;60;2052390;164471;15
815;60;2045160;162478;15
816;60;2052735;163446;15
817;60;2054535;162474;15
818;60;2072070;163430;15
819;60;2062410;153924;16
820;60;2067585;165506;18
821;60;2068935;164416;15
822;60;2081640;165002;16
823;60;2078010;165876;15
824;60;2071815;164542;17
825;60;2063040;163361;15
826;60;2077440;165047;16
827;60;2064225;164346;15
828;60;2073840;164166;15
829;60;2067930;165773;16
830;60;2075865;164748;15
831;60;2064345;163756;15
832;60;2072610;164811;16
833;60;2071410;165056;18
834;60;2072820;166213;15
835;60;2063820;164996;16
836;60;2081280;164888;14
837;60;2070030;165446;15
838;60;2071065;153162;17
839;60;2069145;164557;15
840;60;2079195;165231;15
841;60;2083890;165047;15
842;60;2075115;165247;15
843;60;2075670;165255;15
844;60;2075535;164924;15
845;60;2071665;164541;15
846;60;2056290;165055;15
847;60;2053305;163040;14
848;60;2067405;162860;16
849;60;2064255;163594;14
850;60;2058900;163014;14
851;60;2057730;162240;15
852;60;2052135;162545;14
853;60;2050035;161957;15
854;60;2058675;162634;14
855;60;2049015;162998;21
856;60;2059035;163768;15
857;60;2061390;163846;14
858;60;2067000;164559;15
859;60;2077785;165812;17
860;60;2080920;164518;15
861;60;2084205;165868;18
862;60;2088945;167868;15
863;60;2089275;166276;15
864;60;2094840;167693;16
865;60;2076285;165706;16
866;60;2087550;165818;15
867;60;2086995;166452;16
868;60;2083095;165550;15
869;60;2084850;166280;14
870;60;2090850;167111;16
871;60;2093100;166901;16
872;60;2097225;166383;15
873;60;2093145;166552;18
874;60;2099820;167761;15
875;60;2111940;169112;16
876;60;2136585;171770;18
877;60;2165445;164216;16
878;60;2182620;177155;23
879;60;2186235;178775;16
