frame_nr;sampler_ratio;original_size;encoded_size;encoding_time
1058;15;2074200;49601;4
1059;15;2073870;49398;5
1060;15;2081820;49781;4
1061;15;2089935;49541;4
1062;15;2096670;49558;5
1063;15;2093475;49885;4
1064;15;2095800;49851;4
1065;15;2098095;49876;4
1066;15;2103585;50186;4
1067;15;2115405;50557;5
1068;15;2112420;50781;4
1069;15;2115540;50434;5
1070;15;2110515;50545;4
1071;15;2105640;49709;4
1072;15;2108475;50114;5
1073;15;2094540;49882;4
1074;15;2091975;49680;4
1075;15;2093265;50279;4
1076;15;2099730;50081;4
1077;15;2093655;49904;4
1078;15;2086830;49672;4
1079;15;2080995;49447;4
1080;15;2083065;49404;4
1081;15;2067870;49569;4
1082;15;2072355;49603;4
1083;15;2084985;49645;4
1084;15;2082855;49236;5
1085;15;2068365;49290;5
1086;15;2084115;49326;5
1087;15;2075880;49417;4
1088;15;2088825;49065;4
1089;15;2082255;49576;4
1090;15;2073900;49575;4
1091;15;2073555;49248;4
1092;15;2083410;49405;5
1093;15;2064750;49724;4
1094;15;2075085;49258;4
1095;15;2083725;49473;5
1096;15;2085255;49468;4
1097;15;2097630;49976;5
1098;15;2084610;49532;4
1099;15;2088810;49429;5
1100;15;2069145;48935;4
1101;15;2068875;49064;4
1102;15;2072040;48967;4
1103;15;2061255;48898;4
1104;15;2066130;49142;5
1105;15;2066640;49096;5
1106;15;2078055;48685;4
1107;15;2051820;48665;7
1108;15;2069940;49372;4
1109;15;2066580;49201;4
1110;15;2070795;48926;5
1111;15;2058885;49040;4
1112;15;2067960;49432;4
1113;15;2080095;49188;4
1114;15;2065950;48651;5
1115;15;2065950;48454;4
1116;15;2060115;48568;4
1117;15;2060325;48315;4
1118;15;2060880;48439;4
1119;15;2055465;48788;4
1120;15;2054385;48149;4
1121;15;2074755;49240;4
1122;15;2073030;49035;5
1123;15;2058660;48889;4
1124;15;2072340;48953;5
1125;15;2056320;48920;4
1126;15;2062800;48916;4
1127;15;2060355;48812;4
1128;15;2060385;48960;4
1129;15;2080965;49559;4
1130;15;2082765;48985;4
1131;15;2081880;49469;4
1132;15;2081415;50031;5
1133;15;2095035;50108;4
1134;15;2107515;49695;4
1135;15;2096580;50102;5
1136;15;2094570;50217;4
1137;15;2092800;49484;5
1138;15;2093685;49941;4
1139;15;2099790;50235;6
1140;15;2100735;49962;4
1141;15;2098770;49754;4
1142;15;2101275;49737;4
1143;15;2093535;49644;4
1144;15;2091720;50072;4
1145;15;2095245;50115;4
1146;15;2098935;50079;5
1147;15;2089740;49759;4
1148;15;2092485;50108;4
1149;15;2100240;50016;5
1150;15;2089335;50424;4
1151;15;2107530;49711;5
1152;15;2102415;50054;4
1153;15;2092770;49735;4
1154;15;2105625;50203;5
1155;15;2104905;49903;4
1156;15;2105145;50490;4
1157;15;2090520;50087;4
1158;15;2097330;49699;4
1159;15;2098530;49917;4
1160;15;2101230;49667;4
1161;15;2094000;49624;4
1162;15;2098620;49714;4
1163;15;2096625;50116;5
1164;15;2093970;50326;4
1165;15;2109525;50158;4
1166;15;2127150;50607;4
1167;15;2153190;52298;4
1168;15;2180790;53953;4
1169;15;2214645;55206;4
1170;15;2234670;55627;5
1171;15;2219880;54783;5
1172;15;2204910;54533;4
1173;15;2206035;54653;4
1174;15;2195880;54276;5
1175;15;2200320;54687;4
1176;15;2203080;54759;4
1177;15;2199660;54835;5
1178;15;2199045;55180;4
1179;15;2195625;54368;4
1180;15;2196495;54616;4
1181;15;2197440;54547;4
1182;15;2206260;54579;4
1183;15;2208900;54885;6
1184;15;2186970;54372;5
1185;15;2192895;54485;4
1186;15;2183610;54723;4
1187;15;2193240;54410;4
1188;15;2192430;54491;4
1189;15;2191590;51108;5
1190;15;2191845;50947;4
1191;15;2198025;54487;5
1192;15;2201640;54520;5
1193;15;2186475;54835;4
1194;15;2193780;54178;4
1195;15;2196360;53903;5
1196;15;2182545;54023;4
1197;15;2178465;53647;4
1198;15;2181375;53748;5
1199;15;2161830;52949;5
1200;15;2158875;52606;4
1201;15;2134065;52046;4
1202;15;2118915;50542;4
1203;15;2101845;50133;5
1204;15;2084175;49791;4
1205;15;2077905;49481;5
1206;15;2065170;48856;4
1207;15;2049930;48348;4
1208;15;2050665;48893;4
1209;15;2047950;48431;5
1210;15;2051100;48588;4
1211;15;2056575;48403;4
1212;15;2062035;48718;4
1213;15;2069475;48703;4
1214;15;2057940;48565;4
1215;15;2053620;48360;5
1216;15;2068680;49177;4
1217;15;2066790;49534;4
1218;15;2076330;49500;4
1219;15;2081205;49242;4
1220;15;2093700;49720;4
1221;15;2093850;50757;4
1222;15;2095035;49755;5
1223;15;2089890;49974;4
1224;15;2090160;47216;4
1225;15;2076195;49765;4
1226;15;2085270;49892;4
1227;15;2075025;49757;4
1228;15;2082630;49917;5
1229;15;2091780;49774;4
1230;15;2084025;49078;4
1231;15;2087670;49621;4
1232;15;2083140;49718;4
1233;15;2085375;49450;4
1234;15;2082090;49330;5
1235;15;2089845;49472;5
1236;15;2081055;49791;5
1237;15;2080680;50002;5
1238;15;2087670;49781;4
1239;15;2088540;50121;4
1240;15;2068080;50230;5
1241;15;2076930;49513;4
1242;15;2064720;49312;5
1243;15;2067000;48774;4
1244;15;2064585;48832;5
1245;15;2058030;48612;4
1246;15;2057220;48806;4
1247;15;2061615;48320;4
1248;15;2063205;48645;4
1249;15;2055255;49006;5
1250;15;2056650;48232;4
1251;15;2055495;48495;5
1252;15;2048565;48524;4
1253;15;2057355;48621;4
1254;15;2049180;48682;4
1255;15;2060730;48582;5
1256;15;2079750;49182;4
1257;15;2069565;49338;4
1258;15;2074275;49513;5
1259;15;2077680;49700;4
1260;15;2087385;49823;5
1261;15;2087205;49588;4
1262;15;2087235;49771;4
1263;15;2083290;49642;4
1264;15;2067060;49599;4
1265;15;2062575;48471;4
1266;15;2057220;48689;5
1267;15;2061525;48934;5
1268;15;2069565;49345;4
1269;15;2083305;49210;4
1270;15;2081880;49246;4
1271;15;2085690;49323;4
1272;15;2070990;49304;4
1273;15;2070075;48829;5
1274;15;2080440;48646;5
1275;15;2103330;50444;5
1276;15;2130030;51256;5
1277;15;2164515;52808;5
1278;15;2198970;53131;4
1279;15;2229720;51905;5
1280;15;2214750;54429;5
1281;15;2214480;54042;5
1282;15;2210640;53578;5
1283;15;2214180;53946;5
1284;15;2200290;53960;5
1285;15;2216430;54271;5
1286;15;2193195;53725;5
1287;15;2206560;53403;4
1288;15;2217570;53868;5
1289;15;2218260;54217;5
1290;15;2205615;54583;5
1291;15;2198415;52759;5
1292;15;2194845;53393;5
1293;15;2179605;53037;4
1294;15;2176800;52977;4
1295;15;2152185;52837;5
1296;15;2171205;53206;4
1297;15;2161110;52898;5
1298;15;2161515;53128;4
1299;15;2162355;53541;5
1300;15;2161770;52500;5
1301;15;2146080;53045;4
1302;15;2164545;53257;5
1303;15;2156625;52848;5
1304;15;2162100;53311;4
1305;15;2165295;53298;5
1306;15;2165280;53060;4
1307;15;2176560;53634;4
1308;15;2168175;53435;5
1309;15;2163825;52676;4
1310;15;2154990;52743;4
1311;15;2132805;52217;4
1312;15;2144910;52839;4
1313;15;2147625;52614;4
1314;15;2152305;52721;5
1315;15;2133525;51762;4
1316;15;2138565;52624;5
1317;15;2147445;53003;5
1318;15;2147205;52921;5
1319;15;2137050;52026;4
1320;15;2130000;52327;5
1321;15;2136975;52697;4
1322;15;2146140;52197;4
1323;15;2132475;52647;4
1324;15;2138685;52499;5
1325;15;2160510;53255;5
1326;15;2162130;53258;5
1327;15;2152275;53480;5
1328;15;2164635;53917;5
1329;15;2164095;53579;5
1330;15;2163540;53821;4
1331;15;2155515;52458;5
1332;15;2170215;52727;4
1333;15;2178375;53146;5
1334;15;2172675;53792;4
1335;15;2173830;53515;6
1336;15;2178360;53413;5
1337;15;2184870;53968;4
1338;15;2177295;53900;5
1339;15;2191560;54768;5
1340;15;2196585;55254;4
1341;15;2194740;54737;4
1342;15;2188005;54919;4
1343;15;2179740;54033;4
1344;15;2181975;54957;4
1345;15;2170125;53764;4
1346;15;2167650;53542;4
1347;15;2154960;52970;4
1348;15;2149725;52509;4
1349;15;2131590;51778;6
1350;15;2109900;51071;9
1351;15;2099415;51243;4
1352;15;2080110;50014;4
1353;15;2071680;49761;5
1354;15;2079105;49481;4
1355;15;2070195;50131;4
1356;15;2068620;49111;5
1357;15;2072385;48958;5
1358;15;2062200;49235;4
1359;15;2059020;49090;4
1360;15;2054715;48686;5
1361;15;2048625;49455;4
1362;15;2058120;48592;4
1363;15;2049960;48381;4
1364;15;2036685;48551;5
1365;15;2044950;48838;4
1366;15;2031495;48847;4
1367;15;2055555;49124;4
1368;15;2038515;48958;4
1369;15;2040270;48389;4
1370;15;2031690;48590;4
1371;15;2039055;47760;4
1372;15;2045655;48457;4
1373;15;2027835;48396;4
1374;15;2029125;48009;4
1375;15;2028195;47620;4
1376;15;2028735;47835;4
1377;15;2037330;47832;4
1378;15;2028885;48462;5
1379;15;2038920;48222;4
1380;15;2037045;48567;4
1381;15;2036970;48895;5
1382;15;2047680;48814;4
1383;15;2052060;49049;6
1384;15;2057475;49109;5
1385;15;2060235;48879;4
1386;15;2049225;48928;4
1387;15;2055810;49377;4
1388;15;2055405;49098;4
1389;15;2051325;49536;4
1390;15;2062485;49514;5
1391;15;2052240;49190;4
1392;15;2055030;49348;4
1393;15;2053335;49137;4
1394;15;2054475;46215;4
1395;15;2058930;49738;4
1396;15;2053590;49645;4
1397;15;2048580;49556;4
1398;15;2053035;49662;4
1399;15;2064390;49960;5
1400;15;2049150;49471;5
1401;15;2057265;49885;4
1402;15;2056545;49656;4
1403;15;2065605;50397;4
1404;15;2065440;50196;4
1405;15;2082840;50851;4
1406;15;2086425;50332;5
1407;15;2076930;50121;5
1408;15;2071410;50052;4
1409;15;2079900;50352;5
1410;15;2071680;49656;4
1411;15;2086680;50261;4
1412;15;2084640;50312;4
1413;15;2087985;50475;4
1414;15;2077470;50411;5
1415;15;2082630;50551;4
1416;15;2077620;50141;5
1417;15;2090670;50326;4
1418;15;2082540;50619;4
1419;15;2096175;50469;4
1420;15;2091840;51318;4
1421;15;2092680;50793;4
1422;15;2084205;50809;4
1423;15;2079225;50171;4
1424;15;2077650;50765;4
1425;15;2085810;50824;5
1426;15;2070630;50064;4
1427;15;2077260;50000;6
1428;15;2075310;50563;5
1429;15;2089530;50133;5
1430;15;2083530;50140;4
1431;15;2083155;50014;5
1432;15;2070930;50380;5
1433;15;2078730;50398;4
1434;15;2077260;50510;4
1435;15;2082945;50784;4
1436;15;2091735;50728;4
1437;15;2103615;51847;4
1438;15;2116770;51705;4
1439;15;2111550;51683;5
1440;15;2112975;51714;4
1441;15;2107980;51427;5
1442;15;2112570;51582;4
1443;15;2100510;52113;4
1444;15;2098950;51034;4
1445;15;2104755;51394;5
1446;15;2114340;52147;4
1447;15;2110290;51215;4
1448;15;2118960;51750;5
1449;15;2114280;51770;6
1450;15;2113335;51790;5
1451;15;2098560;51080;4
1452;15;2118045;52176;4
1453;15;2137680;52324;5
1454;15;2170530;54024;5
1455;15;2188245;55193;4
1456;15;2221515;55853;5
1457;15;2229045;55513;5
1458;15;2237970;52371;5
1459;15;2229060;55464;4
1460;15;2229330;55541;5
1461;15;2213220;55294;5
1462;15;2216820;54905;5
1463;15;2240280;55687;6
1464;15;2227965;55996;4
1465;15;2226915;55535;5
1466;15;2223705;55042;5
1467;15;2228115;55181;5
1468;15;2213925;55341;5
1469;15;2201055;55047;4
1470;15;2201220;55580;4
1471;15;2197305;54725;4
1472;15;2188560;55324;4
1473;15;2188035;54669;5
1474;15;2193705;54164;5
1475;15;2184480;54397;4
1476;15;2183850;54360;5
1477;15;2178600;54180;5
1478;15;2184930;54548;5
1479;15;2184720;53973;4
1480;15;2177520;54795;4
1481;15;2176005;54549;4
1482;15;2164860;53683;4
1483;15;2164950;53440;4
1484;15;2152230;53767;4
1485;15;2166660;54391;4
1486;15;2166690;53674;4
1487;15;2157555;53673;4
1488;15;2157585;53295;4
1489;15;2163720;53870;4
1490;15;2175030;54437;4
1491;15;2162070;54344;5
1492;15;2164380;53514;5
1493;15;2149815;52953;4
1494;15;2137995;53395;4
1495;15;2146920;53191;5
1496;15;2167770;53484;5
1497;15;2185980;54778;6
1498;15;2189775;54934;5
1499;15;2192895;54436;6
1500;15;2188080;54445;4
1501;15;2186550;54140;5
1502;15;2180850;53275;5
1503;15;2184015;53570;4
1504;15;2187720;54260;4
1505;15;2191740;54025;5
1506;15;2185680;55077;4
1507;15;2187075;54670;4
1508;15;2189040;54571;5
1509;15;2191935;54432;5
1510;15;2208825;55016;5
1511;15;2204745;55714;5
1512;15;2215815;55631;6
1513;15;2202450;55227;6
1514;15;2218965;55993;4
1515;15;2209740;55642;5
1516;15;2201205;55608;5
1517;15;2195430;55154;4
1518;15;2206200;55144;5
1519;15;2190570;55558;4
1520;15;2193405;54751;5
1521;15;2199510;54845;5
1522;15;2194470;54962;4
1523;15;2194800;54564;5
1524;15;2194185;55168;4
1525;15;2191440;54970;5
1526;15;2197500;54215;5
1527;15;2187540;54701;4
1528;15;2193045;54675;5
1529;15;2195610;55007;4
1530;15;2193420;54686;4
1531;15;2205645;54733;5
1532;15;2196330;55223;4
1533;15;2197215;55459;4
1534;15;2194980;54963;5
1535;15;2200680;55686;4
1536;15;2193135;55116;4
1537;15;2201385;55350;4
1538;15;2192925;54498;6
1539;15;2172270;53972;5
1540;15;2162565;52749;4
1541;15;2161470;53988;5
1542;15;2207355;55120;4
1543;15;2250885;55902;5
1544;15;2260530;56033;4
1545;15;2270805;56477;5
1546;15;2268195;56576;5
1547;15;2256810;56228;5
1548;15;2264160;52997;5
1549;15;2253255;56164;5
1550;15;2246145;55589;5
1551;15;2270640;56108;5
1552;15;2256495;56197;5
1553;15;2234340;55519;5
1554;15;2247030;56062;5
1555;15;2232930;55675;5
1556;15;2224275;55261;4
1557;15;2214855;55408;5
1558;15;2216595;55172;5
1559;15;2231190;55644;5
1560;15;2218170;55025;5
1561;15;2217960;55520;5
1562;15;2214615;55460;5
1563;15;2215485;55331;5
1564;15;2225295;55744;5
1565;15;2213400;55769;5
1566;15;2212470;55324;5
1567;15;2209545;55205;5
1568;15;2220210;55279;5
1569;15;2214915;55753;4
1570;15;2209260;55316;5
1571;15;2218215;55118;5
1572;15;2200140;55221;5
1573;15;2184705;55085;4
1574;15;2178150;54654;4
1575;15;2180475;54291;4
1576;15;2186535;54329;4
1577;15;2188485;51862;4
1578;15;2204700;54600;5
1579;15;2191035;54524;5
1580;15;2177625;54649;4
1581;15;2172225;54386;5
1582;15;2177190;54473;4
1583;15;2185035;54139;5
1584;15;2185515;54760;4
1585;15;2202630;54580;5
1586;15;2183025;51655;4
1587;15;2188965;54184;4
1588;15;2176020;53698;8
1589;15;2183235;54017;4
1590;15;2199720;54386;4
1591;15;2199090;54650;5
1592;15;2187540;54179;4
1593;15;2173800;54578;5
1594;15;2159535;53683;4
1595;15;2173920;54351;5
1596;15;2177295;54172;4
1597;15;2175780;54511;4
1598;15;2185425;54490;5
1599;15;2199945;55195;5
1600;15;2194605;55436;5
1601;15;2203185;54987;5
1602;15;2188185;54820;5
1603;15;2187420;54836;4
1604;15;2184540;54554;4
1605;15;2186760;55112;4
1606;15;2182605;55084;4
1607;15;2182305;54540;4
1608;15;2181225;54254;5
1609;15;2191200;54864;4
1610;15;2183370;54254;5
1611;15;2185800;54692;5
1612;15;2175105;54297;5
1613;15;2192370;54667;4
1614;15;2189805;54358;5
1615;15;2185770;54503;4
1616;15;2189265;51768;5
1617;15;2197830;53781;5
1618;15;2195370;55332;6
1619;15;2186520;54815;5
1620;15;2192265;54848;4
1621;15;2188125;54676;5
1622;15;2201895;55083;5
1623;15;2197230;54641;5
1624;15;2201100;55005;5
1625;15;2213265;56062;5
1626;15;2198955;55632;5
1627;15;2202300;55626;4
1628;15;2209620;54996;4
1629;15;2202870;55528;5
1630;15;2210070;55675;4
1631;15;2223360;56111;5
1632;15;2223420;55427;5
1633;15;2228475;56097;5
1634;15;2214135;55066;4
1635;15;2211435;55705;5
1636;15;2237775;55766;5
1637;15;2238960;55733;5
1638;15;2222385;55507;5
1639;15;2213985;56028;4
1640;15;2232690;55743;5
1641;15;2217675;56211;5
1642;15;2224455;55850;5
1643;15;2217780;55601;5
1644;15;2220300;55297;5
1645;15;2216415;55520;5
1646;15;2217855;55218;4
1647;15;2209605;55947;4
1648;15;2195700;54794;5
1649;15;2196600;55234;5
1650;15;2189385;55277;5
1651;15;2195280;51686;5
1652;15;2186595;54876;5
1653;15;2189295;54605;5
1654;15;2194380;54898;4
1655;15;2196135;54639;8
1656;15;2180730;54981;4
1657;15;2174910;54540;4
1658;15;2188125;54523;4
1659;15;2170320;53833;5
1660;15;2167950;50736;5
1661;15;2151090;52760;4
1662;15;2156775;53369;4
1663;15;2179890;54603;4
1664;15;2186925;54558;5
1665;15;2206920;54935;4
1666;15;2210715;55486;5
1667;15;2208135;55575;5
1668;15;2227875;55540;5
1669;15;2250345;55875;5
1670;15;2247840;55999;5
1671;15;2246235;55654;5
1672;15;2227650;56153;5
1673;15;2230440;55862;5
1674;15;2212995;55407;5
1675;15;2209905;55242;5
1676;15;2213070;55836;4
1677;15;2216385;55816;5
1678;15;2230515;55752;5
1679;15;2220945;55129;5
1680;15;2212350;55046;4
1681;15;2201235;55514;5
1682;15;2202045;55158;4
1683;15;2200845;54976;4
1684;15;2201325;55031;5
1685;15;2189055;54819;4
1686;15;2187765;55198;5
1687;15;2178540;54109;5
1688;15;2178000;54443;5
1689;15;2204235;55220;4
1690;15;2202690;54945;5
1691;15;2210670;55127;5
1692;15;2218635;55833;4
1693;15;2213070;55358;4
1694;15;2208945;55386;5
1695;15;2225835;55161;5
1696;15;2259780;56235;5
1697;15;2249010;55001;5
1698;15;2250420;55301;5
1699;15;2204250;54900;5
1700;15;2195325;55074;4
1701;15;2196090;54990;5
1702;15;2201430;55288;5
1703;15;2202900;54163;5
1704;15;2207820;55045;4
1705;15;2210745;54514;5
1706;15;2199090;55146;5
1707;15;2198025;55039;5
1708;15;2205135;55516;6
1709;15;2200170;54998;5
1710;15;2191035;55500;6
1711;15;2211675;55156;5
1712;15;2207985;55104;5
1713;15;2209425;55423;5
1714;15;2203410;55295;6
1715;15;2192835;54654;4
1716;15;2200410;54754;4
1717;15;2208555;54788;4
1718;15;2202390;54802;5
1719;15;2201175;54995;4
1720;15;2193915;54906;5
1721;15;2192520;54973;4
1722;15;2189205;54582;5
1723;15;2187870;54733;5
1724;15;2195760;55569;5
1725;15;2197275;54466;4
1726;15;2175660;53992;4
1727;15;2173860;53366;5
1728;15;2165400;53962;5
1729;15;2146725;53330;4
1730;15;2156760;53187;5
1731;15;2129430;52596;5
1732;15;2121225;52132;4
1733;15;2095920;50869;4
1734;15;2079495;50222;4
1735;15;2070525;50202;4
1736;15;2072295;50178;4
1737;15;2065515;49658;4
1738;15;2070780;49674;4
1739;15;2050365;49190;4
1740;15;2058435;49098;4
1741;15;2062695;49648;4
1742;15;2072115;49922;5
1743;15;2076525;50142;4
1744;15;2072055;49643;4
1745;15;2080860;50387;5
1746;15;2082270;49796;4
1747;15;2071410;49685;4
1748;15;2080425;50152;4
1749;15;2074770;50169;5
1750;15;2081970;50403;4
1751;15;2088045;49850;5
1752;15;2085630;50154;5
1753;15;2090250;49785;5
1754;15;2083140;49809;4
1755;15;2088660;49941;4
1756;15;2076345;49770;4
1757;15;2066445;49332;4
1758;15;2066970;49504;4
1759;15;2074410;49282;5
1760;15;2073285;49517;4
1761;15;2075355;50177;4
1762;15;2076105;49625;4
1763;15;2087880;50201;4
1764;15;2090925;49813;4
1765;15;2078085;49775;5
1766;15;2085990;50753;5
1767;15;2093850;49864;4
1768;15;2101920;50729;5
1769;15;2093370;50367;4
1770;15;2096955;50174;4
1771;15;2081130;49754;5
1772;15;2083395;49440;5
1773;15;2080290;49390;4
1774;15;2064000;49195;4
1775;15;2060550;49181;4
1776;15;2074770;47004;4
1777;15;2079075;49642;5
1778;15;2081460;49603;4
1779;15;2068515;49646;4
1780;15;2077395;49701;4
1781;15;2075850;49127;4
1782;15;2076480;49714;4
1783;15;2076855;46672;4
1784;15;2085630;49527;4
1785;15;2075850;49780;4
1786;15;2086425;49778;4
1787;15;2095365;50028;5
1788;15;2089215;49518;4
1789;15;2091735;50069;4
1790;15;2086725;49582;4
1791;15;2076630;49893;4
1792;15;2055510;49064;4
1793;15;2048130;48199;4
1794;15;2047110;48761;4
1795;15;2055435;48870;5
1796;15;2053890;48932;4
1797;15;2054910;48864;4
1798;15;2069550;49498;4
1799;15;2066115;49306;5
1800;15;2067120;49144;4
1801;15;2072895;49265;4
1802;15;2078550;48836;4
1803;15;2068380;49721;4
1804;15;2075835;50013;4
1805;15;2068620;49918;4
1806;15;2075430;49490;9
1807;15;2074365;49119;5
1808;15;2072340;48611;4
1809;15;2064810;49053;4
1810;15;2057160;48572;4
1811;15;2060265;48954;4
1812;15;2052495;48511;4
1813;15;2068530;49746;4
1814;15;2070330;49569;4
1815;15;2069475;49428;5
1816;15;2064030;49308;4
1817;15;2069505;49159;4
1818;15;2072055;49548;5
1819;15;2070705;49043;4
1820;15;2072160;46660;4
1821;15;2077380;49129;4
1822;15;2070060;49597;4
1823;15;2077185;50065;4
1824;15;2076810;49700;4
1825;15;2084520;50033;5
1826;15;2065440;49827;4
1827;15;2064510;49265;4
1828;15;2056740;48864;4
1829;15;2039730;48138;4
1830;15;2036505;48428;5
1831;15;2040645;48384;4
1832;15;2051850;47975;4
1833;15;2049405;48919;4
1834;15;2043420;48703;4
1835;15;2066790;48627;4
1836;15;2051970;48448;5
1837;15;2058885;49484;4
1838;15;2070315;49518;4
1839;15;2062230;46465;5
1840;15;2063385;49267;4
1841;15;2075595;50171;5
1842;15;2084880;49906;5
1843;15;2084940;49974;5
1844;15;2073390;49803;5
1845;15;2078025;49793;4
1846;15;2066880;48696;4
1847;15;2066265;49526;4
1848;15;2065770;48960;4
1849;15;2064945;49398;5
1850;15;2063400;48951;4
1851;15;2060760;49325;4
1852;15;2074200;48979;4
1853;15;2078070;49834;4
1854;15;2063895;49555;4
1855;15;2067495;49130;4
1856;15;2068320;49696;4
1857;15;2068635;49115;5
1858;15;2066445;49249;4
1859;15;2063730;49517;5
1860;15;2062020;49392;4
1861;15;2077425;49830;4
1862;15;2076300;50163;5
1863;15;2070690;49605;5
1864;15;2071770;49435;4
1865;15;2063025;49327;5
1866;15;2063535;48734;5
1867;15;2068050;48388;5
1868;15;2052465;48260;4
1869;15;2040885;48669;4
1870;15;2043510;48490;5
1871;15;2043405;47785;4
1872;15;2048430;48621;4
1873;15;2052960;48743;4
1874;15;2049180;48724;4
1875;15;2041080;48766;4
1876;15;2051715;48342;4
1877;15;2060535;48865;4
1878;15;2055840;48779;4
1879;15;2068545;49376;4
1880;15;2072190;49543;4
1881;15;2067765;49621;4
1882;15;2064165;49208;5
1883;15;2067150;49369;4
1884;15;2068305;49616;4
1885;15;2064480;49681;5
1886;15;2053950;49128;4
1887;15;2075475;48949;4
1888;15;2056905;48809;5
1889;15;2070780;48857;4
1890;15;2059725;49065;4
1891;15;2069145;48831;4
1892;15;2074455;49130;5
1893;15;2071860;49300;5
1894;15;2063790;49514;4
1895;15;2061765;49322;4
1896;15;2072700;49406;5
1897;15;2082570;49953;5
1898;15;2094810;49791;5
1899;15;2122350;51396;6
